Id,medv
1,28.028584795515247
3,34.943715735674395
4,35.220932350813584
8,17.907657887359505
16,19.853031634651686
18,17.05180187778295
25,16.622138086889628
29,19.02632633348765
32,19.654415505719406
33,11.487006192040424
34,16.177103898992716
38,22.536466636974982
43,24.520848056487445
47,19.73315460706355
48,18.743338920704794
49,18.065496269172783
59,23.07207904667676
61,19.716962166233547
62,17.972739708201676
63,22.14849222843671
65,26.120939994698247
66,24.642748866249175
68,20.00285390829315
73,24.368536031667833
75,25.160465122906707
78,21.92928566565614
79,20.94226255044884
81,27.90589483772209
83,23.572896988334048
84,23.598352566944747
85,21.469391859893737
87,21.244521035570703
91,22.376476991572833
92,22.2623871725518
93,22.46316291383046
96,25.78169936965868
100,30.284746491535834
102,28.10159208967852
109,20.839862083071587
111,20.97378821645689
114,18.63058593952169
115,21.142072808402038
116,18.82040558166531
122,23.189693812720215
123,21.00760333066451
125,20.516934879222745
126,20.60150116424143
127,17.949865689045573
129,17.136864818304083
135,17.31934415072108
137,16.9510112722931
138,17.523726072589902
140,16.460086785059115
141,13.99977535836712
145,15.706027601465745
146,16.70356280879634
147,18.585163326964462
152,21.501428212829133
153,21.541433588862652
155,19.91407032084781
156,16.25267430821015
160,26.892402453685058
164,49.96912289953402
165,21.691583853372805
166,22.31157922154108
171,20.08791690137014
172,22.303837555641636
173,19.60829051891603
174,25.123241201509042
183,35.46041471024226
196,48.81729602701661
200,33.60909190521849
202,25.193676379128704
203,45.5555199172464
207,22.052946357258598
212,19.348123747869536
214,23.332387359209537
215,21.14984673101673
217,21.9395054447078
218,22.416867404257722
223,24.366224712041156
225,46.51406267158079
228,28.132888540488583
229,45.186734054649115
233,44.96126347599249
235,24.92732464338648
237,22.434103638122906
238,34.78176741253844
240,24.507524238062356
243,20.180051271442544
244,25.45463858744237
248,19.343208577885456
249,20.543843551238652
251,23.046085399182992
252,25.37452937759214
259,33.53014694605728
260,34.038531359601755
262,45.13632670685796
265,32.513504741942924
266,21.88530140503208
274,39.736979917491944
276,32.95051112995796
277,30.677654173544394
278,32.91134412122152
282,38.13064114766711
284,48.56047417073456
288,24.022170159189862
291,31.356073679433436
292,35.854021036171766
294,22.45951699120018
296,25.97195738404862
298,18.838779250295772
299,25.18295890513313
306,25.9335585358812
307,31.642479541003528
311,23.283339618683147
312,27.3059966858853
313,21.188039404211384
316,20.91740561616721
317,18.924876755508006
318,19.20300684760063
323,21.753729015072956
324,20.64239525383186
325,23.399095760438026
328,21.185717204803552
331,21.42463240590297
332,20.24569823126927
333,21.53682335989399
335,23.134036965230084
336,21.54814710103599
339,22.024665407519972
340,19.67476443502971
344,24.53587143763293
345,31.052256592743188
346,18.86043762498103
348,23.129431621244304
351,20.78922533444972
354,30.396366435372364
357,17.733571857789862
358,21.62205088404002
360,21.433831621012015
364,18.120340462963576
367,19.35103965972862
369,32.080492332722876
370,31.578722270971376
371,35.74445089913331
374,14.410869878630503
376,28.781542298798737
377,13.579986457190234
378,17.345697872950993
379,9.645637446572335
381,27.28192106739496
383,11.089555513819507
386,9.959200352021588
391,14.707193971526552
396,15.092016854491927
399,7.48200808583378
403,12.02825292529091
405,7.21201866708239
407,15.461540735798373
411,23.751099334788545
414,12.545640051807599
417,13.173479216298306
420,14.823061737891226
421,14.956373832227952
423,16.195044207919366
429,10.506431137560241
431,11.846449561160393
435,13.89674919022868
436,13.997081770229531
437,10.269255684046357
439,6.379667863796198
440,11.47585003496353
444,13.752162406341395
445,10.337143181307681
447,16.026890668316756
449,15.866376229323736
451,14.533840565381869
457,14.018703258212398
459,16.36496545774236
461,18.78485513787202
468,14.728602341483453
469,15.056728070569411
473,18.743058008638272
475,16.75946558014992
477,18.193134617877323
479,15.511483553840339
483,26.686942924370147
485,21.15418514884401
486,20.837311160025696
487,17.220903699850954
488,20.150680442455865
490,14.810639878378021
491,13.716707083023968
492,16.777427801146548
495,22.48610700873792
499,21.666964029026854
500,19.629224414825714
501,19.320993660293873
503,23.415950530068525
504,26.536850320375514
505,26.54792021673837
